
time,gFx,gFy,gFz,wx,wy,wz,
2.711173,-0.4214,0.8943,-0.5289,-0.2491,1.8844,-0.1108,
2.813042,-0.3994,1.1584,-0.3452,-0.5142,0.8264,0.8360,
2.912952,0.0845,0.9497,0.3330,-0.4507,-1.2139,1.5311,
3.013554,0.1795,0.6514,0.2436,-0.8734,-0.3000,0.3131,
3.113934,0.3225,0.9819,0.0276,-0.4532,0.0593,1.0864,
3.214410,0.0950,0.9879,0.0412,-0.6438,-0.8950,0.1946,
3.314914,0.0549,0.9814,0.0242,-0.7769,-0.7935,0.2373,
3.414761,0.1087,1.0504,0.0637,-0.7098,-1.2444,0.1481,
3.515748,-0.1581,1.2766,-0.0766,-0.3189,-1.4728,0.0590,
3.616468,-0.0161,1.2735,0.0977,1.4857,0.2546,-0.5287,
3.716532,0.4732,1.0533,0.0009,1.7691,-1.3787,-1.0479,
3.817042,-0.1092,0.8786,-0.1311,1.6543,1.2467,-1.2800,
3.915870,0.1467,0.6993,-0.2420,0.7954,2.5479,-0.8964,
4.017404,-0.0633,0.6958,-0.6428,-1.2022,0.4440,0.1053,
4.117894,-0.0239,0.9854,-0.8411,0.9383,1.2137,-0.9294,
4.218645,0.8328,1.5617,-0.7121,0.5559,0.3744,0.1909,
4.318936,0.0493,1.3467,-0.0217,-1.7176,-0.2328,0.6417,
4.419196,0.0766,0.9243,-0.0139,-1.2473,-1.1576,0.7760,
4.520816,0.0090,0.9590,0.0039,-1.3218,-0.4746,0.3411,
4.619950,-0.0093,1.1237,0.0137,-0.6768,-0.9597,0.3937,
4.768612,-0.0794,1.1286,0.0945,1.5285,-1.5547,-0.7938,
4.820138,0.3270,1.2238,0.0586,3.2253,-0.0055,-1.4132,
4.921043,-0.1004,1.0741,-0.0515,1.5870,1.2785,-1.3655,
5.021817,0.0544,0.6059,-0.1390,1.3757,2.4391,-0.8683,
5.122007,0.0285,0.5143,-0.3330,-1.4305,1.7171,-0.0645,
5.222286,0.2435,1.9956,-0.9151,1.4160,1.8710,-0.3772,
5.322246,0.9279,2.2681,-0.4549,0.8247,1.1502,0.8555,
5.422993,0.0053,1.3585,-0.0484,-1.5858,-0.2535,1.2794,
5.523647,0.1329,0.8980,0.0090,-1.4355,-1.0611,0.4854,
5.623388,-0.0626,0.9253,-0.0141,-1.3743,-0.5737,0.4804,
5.723686,0.1272,1.0983,-0.1108,-0.8649,-0.7569,0.4242,
5.824710,0.1709,1.2500,-0.0894,0.1283,-0.8815,-0.5519,
5.925144,0.7624,1.2724,0.2543,2.8662,0.0483,-1.5280,
6.024490,-0.1060,0.9003,0.0036,1.7715,1.2077,-1.3435,
6.125540,0.1429,0.5622,-0.1423,1.2926,2.4391,-0.8060,
6.226543,-0.0522,0.5468,-0.4595,-1.8044,1.0781,0.0810,
6.327270,-0.0466,1.0528,-0.8934,1.1399,1.1709,-0.9441,
6.426919,1.1978,1.4731,-0.9587,0.9883,1.0537,0.4682,
6.527172,0.2340,1.3770,-0.0358,-1.8056,-0.0165,0.8188,
6.628294,-0.0324,0.9793,-0.0041,-1.4270,-1.1686,0.6405,
6.728482,0.0647,0.9874,-0.1129,-1.2522,-0.3561,0.5464,
6.828958,-0.0324,1.0924,0.0461,-0.3262,-0.6665,0.4634,
6.929189,0.1597,1.1984,0.0214,0.9676,-0.8485,-0.4872,
7.029603,0.5804,1.5311,0.1993,2.4850,-0.3415,-1.4597,
7.130273,-0.3466,0.8330,0.0419,1.7630,1.5460,-1.4987,
7.230462,0.1895,0.5588,-0.1937,0.9883,2.6004,-0.6227,
7.330979,-0.0110,0.7620,-0.3283,-1.4941,0.3732,0.3106,
7.431945,-0.0711,1.1491,-0.9557,0.6304,1.2272,-0.7388,
7.532015,0.5611,0.9358,-0.5767,0.5522,0.7067,0.3924,
7.632399,0.1220,1.2055,-0.0048,-1.5576,-0.5199,0.3473,
7.732275,-0.0759,1.0257,-0.0261,-1.5113,-1.1003,0.6918,
7.833447,0.0693,1.0352,-0.0471,-1.3793,-0.1680,0.6502,
7.933303,-0.3093,1.0853,0.1253,0.0122,-0.7495,0.7285,
8.033500,-0.1018,1.2574,-0.0427,1.8216,-1.3128,-0.9160,
8.133761,0.5582,1.2519,-0.4727,2.0501,-0.5077,-1.2202,
8.234266,-0.1920,0.7767,-0.0451,1.8045,2.2228,-1.3582,
8.334362,0.2279,0.4841,-0.1966,0.3873,2.4196,-0.2783,
8.434369,0.0454,1.2006,-0.7666,-0.8979,0.0384,0.7125,
8.534949,-0.1409,0.4349,-0.2564,-0.2883,-0.0630,-0.5812,
8.635640,-0.1395,0.2444,0.7356,-2.4018,-3.7062,0.4499,
8.735079,0.3136,0.7128,-0.1863,-1.9827,-1.8015,-0.0375,
8.835263,-0.1901,0.9446,0.0109,-1.5234,-1.3544,0.5647,
8.937028,0.2084,0.9949,-0.0871,-1.3230,-0.1118,0.6172,
9.037386,0.1010,1.1261,-0.2557,-0.1283,-0.2963,0.2703,
9.137872,-0.2179,1.3848,-0.0046,2.3568,-0.3086,-1.1102,
9.237665,0.1150,1.2977,-0.4194,1.9804,-0.7582,-0.8733,
9.339060,0.1448,0.6729,0.0249,1.8155,2.4659,-0.8866,
9.439354,0.2000,0.4820,-0.2585,-0.3897,1.9320,-0.2696,
9.538644,0.1937,1.3203,-0.9396,-0.1221,0.6260,0.3156,
9.640172,-0.1073,0.5281,-0.3512,-0.4385,0.4257,-0.3759,
9.740546,-0.0203,0.0699,0.6466,-2.0878,-3.1686,0.5049,
9.841078,0.3216,0.7557,-0.1414,-1.7336,-1.5192,-0.3431,
9.941390,-0.1016,0.9695,-0.0209,-1.5466,-1.1601,0.5097,
10.041543,0.1374,1.0357,0.0263,-1.2462,0.0176,0.6967,
10.141582,-0.1390,1.1368,-0.0265,0.1198,-0.5896,0.6222,
10.242804,-0.0628,1.2178,0.0579,1.4772,-0.7899,-0.7535,
10.343160,0.5455,1.2766,-0.2641,1.8924,-1.0258,-1.0614,
10.442493,-0.1414,0.7797,-0.0375,1.6616,1.7794,-1.2092,
10.549192,0.2198,0.5610,-0.2576,0.2896,2.4867,-0.7473,
10.644784,0.0519,0.9879,-0.5726,-0.9163,-0.1680,0.3143,
10.745246,-0.2194,0.5062,-0.8763,0.3849,0.9096,-0.6472,
10.845353,0.2093,0.2614,-0.1961,-0.6035,-0.6421,-0.1170,
10.945886,0.2007,1.1723,0.0449,-1.6065,-0.3220,0.1005,
11.046057,-0.0266,0.9903,-0.0598,-1.4563,-1.2541,0.8335,
11.146791,0.0630,1.0142,-0.0214,-1.4721,-0.1803,0.5329,
11.247151,-0.1725,1.1119,0.2128,0.0012,-0.7227,0.6747,
11.347710,-0.0684,1.2458,-0.0058,0.7037,-0.8657,-0.0375,
11.447742,0.7981,1.2089,0.1324,2.5094,-0.4454,-1.3742,
11.561175,-0.2052,0.9026,-0.0127,1.6580,1.2748,-1.4425,
11.648834,0.1385,0.6692,-0.2137,1.1753,2.5172,-0.9050,
11.749094,-0.0095,0.5498,-0.3415,-1.2680,1.0207,-0.1108,
11.849729,0.0605,1.3518,-0.6669,1.0336,0.8741,-0.1891,
11.949910,0.9412,2.2043,0.7530,-0.5558,-1.1661,0.2520,
12.050538,-0.0755,1.6343,-0.0026,-1.1386,-0.8302,1.1584,
12.150786,0.2301,0.7990,0.0435,-1.5210,-1.2407,0.4682,
12.250974,-0.1683,0.9011,-0.0894,-1.4050,-0.8865,0.4144,
12.350139,0.1478,1.1810,-0.0476,-0.9151,-0.3758,0.5525,
12.452416,0.1287,1.1950,-0.0901,-0.2346,-0.9255,-0.0998,
12.552475,0.2704,1.2400,0.1062,2.8027,0.3267,-1.4108,
12.652841,-0.0102,1.1522,-0.3276,1.8571,0.4012,-0.6619,
12.753403,0.1299,0.6692,-0.0391,1.7116,2.4354,-0.8268,
12.853818,0.1294,0.5016,-0.2821,-0.8319,1.8197,-0.4224,
12.953891,0.2063,1.3231,-0.9677,0.4839,1.1624,0.1616,
13.054435,0.2638,1.6983,0.4500,-1.1509,-1.1430,0.0553,
13.154656,-0.0457,1.0701,0.5627,-1.9157,-2.9425,1.2867,
13.255342,0.2902,0.7279,-0.0200,-1.9242,-1.1320,0.0553,
13.355710,-0.1817,0.9751,0.0379,-1.3658,-0.9743,0.4108,
13.456575,0.1685,1.1016,-0.1395,-1.2510,-0.1998,0.5647,
13.556656,0.2398,1.1820,-0.1947,-0.3176,-0.5492,-0.0595,
13.657644,-0.2953,1.4168,0.0579,2.5156,-0.0227,-0.9661,
13.757818,0.2738,1.2118,-0.3752,1.6873,-0.7923,-1.1957,
13.858230,0.0886,0.7293,0.0398,1.7886,2.4416,-0.9808,
13.958307,0.1865,0.5381,-0.2338,-0.2174,1.9517,-0.4554,
14.058499,0.0654,1.2323,-0.9323,-0.1906,0.6187,0.3461,
14.159273,-0.2008,0.6492,-0.2821,-0.6988,0.2412,-0.6533,
14.259364,-0.1087,0.2209,0.8932,-2.4739,-3.5877,0.9203,
14.360216,0.3640,0.5942,-0.1001,-1.8802,-1.7073,-0.2111,
14.460477,-0.1903,0.9874,-0.0361,-1.4183,-1.2517,0.5329,
14.561026,0.2816,0.9507,-0.0039,-1.5613,0.1886,0.6124,
14.661436,0.0696,1.2229,-0.2770,-0.0953,-0.5664,0.1970,
14.761764,-0.0916,1.2246,-0.0183,2.3385,-0.6970,-1.0784,
14.862179,0.2247,1.2400,-0.4507,1.8791,-1.0513,-0.9123,
14.962535,0.0148,0.6527,0.0124,1.6713,2.1972,-1.0724,
15.063055,0.1741,0.4764,-0.2520,-0.5192,1.9883,-0.5507,
15.163648,0.1572,1.4869,-0.8672,0.0404,0.1704,0.7138,
15.264369,-0.0623,0.3895,-0.4481,-0.4837,0.0115,-0.3992,
15.364222,0.0209,0.0941,0.6364,-2.1930,-3.2883,0.8323,
15.464915,0.2289,0.7371,-0.1578,-1.8789,-1.3739,-0.1743,
15.563954,-0.1283,1.0130,-0.0623,-1.4183,-0.9793,0.6392,
15.665615,0.0840,1.0364,-0.0525,-1.5100,-0.0129,0.7200,
15.766006,-0.0279,1.0921,-0.0481,0.1063,-0.8143,0.3937,
15.866582,-0.2191,1.2766,-0.0419,1.8631,-1.0575,-0.9636,
15.966614,0.4343,1.2770,-0.4807,1.8241,-0.8327,-1.1811,
16.067001,-0.1204,0.7010,-0.0825,1.6688,2.0725,-1.0491,
16.167369,0.2230,0.5114,-0.1817,0.2053,2.4342,-0.4834,
16.268042,0.0281,1.2758,-0.5927,-0.5827,0.0971,0.5159,
16.368412,-0.1309,0.2378,-0.6440,-0.0476,0.5857,-0.5226,
16.468837,-0.0640,0.0832,0.3796,-2.1856,-3.1123,0.4756,
16.569792,0.3612,0.7631,-0.0065,-1.8912,-0.9940,-0.3198,
16.669535,-0.1104,1.0015,-0.0432,-1.5320,-1.3214,0.6772,
16.770965,0.1523,0.9866,0.0673,-1.3768,0.3109,0.6247,
16.871134,-0.0808,1.1593,-0.0605,0.2578,-0.4918,0.6467,
16.971979,-0.0303,1.1980,0.0388,1.6213,-1.1308,-0.9038,
17.072260,0.5362,1.2851,-0.4011,1.9181,-1.0073,-1.0821,
17.172837,-0.1232,0.7729,-0.0620,1.6335,1.9662,-1.2372,
17.273473,0.2171,0.5349,-0.1597,0.2200,2.3756,-0.4383,
17.373706,0.1416,1.4493,-0.7707,-0.0758,0.3732,0.3436,
17.474342,-0.0615,0.6541,-0.6368,-0.3151,0.5845,-0.3613,
17.574430,0.0361,0.2412,-0.0424,-0.8638,-1.3579,0.1213,
17.675166,0.1837,1.0298,-0.0373,-1.5503,-0.5699,-0.1646,
17.775886,-0.0447,1.0552,-0.0505,-1.3963,-1.3690,0.7052,
17.877289,0.0356,0.9961,-0.0435,-1.2974,0.0298,0.5757,
17.978142,-0.1712,1.0875,0.2362,-0.1869,-0.3281,0.6685,
18.078384,0.1074,1.1437,0.0451,0.7990,-1.1601,-0.2366,
18.178963,0.5678,1.1899,0.1823,2.6841,-0.7557,-1.3314,
18.279415,-0.2590,0.9534,0.0605,1.8803,1.4568,-1.0981,
18.379946,0.1334,0.6329,-0.2064,1.1436,2.3414,-0.6227,
18.480168,-0.0121,0.6431,-0.3799,-1.4233,0.8350,0.0333,
18.580725,0.1299,1.2719,-0.7360,0.9261,1.0231,-0.6643,
18.680975,0.6221,1.2695,-0.4751,0.5767,0.8361,-0.1195,
18.781329,0.0786,1.5131,-0.1104,-1.3438,0.0763,0.4157,
18.881979,0.1015,1.0184,-0.0735,-1.3450,-0.8547,0.7040,
18.983329,-0.0381,0.9678,-0.1157,-1.1081,-0.3464,0.3509,
19.081899,0.1111,1.0767,0.0058,-0.8503,-0.4821,0.4022,
19.183822,0.1184,1.2041,-0.0522,0.0660,-0.7912,-0.1598,
19.284204,0.6263,1.1417,-0.2215,3.0067,-0.3965,-1.4890,
19.384188,-0.0019,1.1032,-0.1888,1.6127,0.9523,-0.9563,
19.485178,0.0216,0.6641,-0.0982,1.3072,2.3719,-0.9160,
19.585564,0.0473,0.5102,-0.3545,-1.0689,1.3665,-0.1438,
19.685649,0.2107,1.4573,-0.8421,1.1314,1.7049,-0.2269,
19.786337,0.6198,1.8857,0.8707,-1.0874,-1.0916,0.0272,
19.886682,0.0114,1.4559,0.0383,-1.1765,-0.4246,1.3014,
19.987170,0.1737,0.8107,0.0764,-1.5356,-1.1943,0.3399,
20.087450,-0.1211,0.9192,-0.0556,-1.2620,-0.7387,0.3204,
20.188314,0.2203,1.0291,-0.1024,-1.2070,-0.1057,0.4011,
20.288481,0.2904,1.1996,-0.1681,-0.4385,-0.3818,-0.0645,
20.387896,-0.0051,1.3389,-0.0454,2.3530,-0.5114,-0.9954,
20.489262,0.0381,1.1874,-0.4106,1.8179,-0.8425,-0.7070,
20.589507,0.1360,0.6905,-0.1248,1.6335,1.8002,-1.0467,
20.688790,0.1998,0.4618,-0.2208,-0.3567,1.6974,-0.1182,
20.790321,0.2128,1.4622,-0.9014,0.1100,1.0402,0.1225,
20.891700,0.0178,1.0694,-0.0754,-0.7048,-0.3684,-0.3894,
20.993327,-0.2138,0.6458,0.6384,-1.7946,-2.8546,0.8873,
21.093565,0.2499,0.6963,-0.1294,-1.7812,-1.4972,-0.1170,
21.194371,-0.1824,0.9905,-0.0463,-1.3512,-1.0086,0.2996,
21.294473,0.1830,0.9919,-0.0696,-1.1154,0.0653,0.4927,
21.395346,-0.0659,1.1869,-0.0568,0.0355,-0.4954,0.4414,
21.495451,-0.0882,1.1977,0.0178,1.8497,-1.0928,-0.7560,
21.596144,0.2435,1.2026,-0.3677,1.8289,-0.7594,-0.7242,
21.696749,0.0693,0.7345,-0.0525,1.3989,1.6169,-1.2287,
21.797523,0.1611,0.5244,-0.2755,-0.1123,1.9064,-0.4932,
21.897958,0.0446,1.1652,-0.5665,-0.9456,0.0934,0.4792,
21.998223,-0.2416,0.4103,-0.8832,0.1442,0.6848,-0.8403,
22.099384,0.1565,0.0105,0.2020,-1.6004,-1.5669,0.2446,
22.199652,0.2142,0.9113,-0.0205,-1.5295,-1.4277,-0.2294,
22.299992,-0.0715,1.0286,-0.1588,-1.3023,-1.1686,0.6222,
22.400569,0.0842,0.9742,-0.0326,-1.1532,-0.1522,0.5147,
22.500632,-0.1463,1.1041,0.1761,-0.2846,-0.6139,0.5562,
22.600982,0.1264,1.2358,-0.0610,0.6244,-0.9633,-0.0975,
22.701303,0.6132,1.1906,0.0319,2.7061,-0.9463,-1.1749,
22.801962,-0.1852,1.0164,-0.0088,1.6798,0.9999,-1.1689,
22.901593,0.0258,0.6350,-0.2049,1.1154,2.2070,-0.6875,
23.002909,0.0877,0.6003,-0.3468,-1.4257,0.7091,0.1689,
23.103241,0.0989,1.4053,-0.6933,1.1606,1.0769,-0.4212,
23.203324,0.7436,1.8975,0.8609,-1.5076,-1.5082,-0.0778,
23.303964,-0.0677,1.4684,0.1693,-0.9383,-1.0073,1.4015,
23.404556,0.1157,0.8048,0.0176,-1.2607,-1.0709,0.4559,
23.505470,-0.1478,0.9383,-0.1150,-1.1032,-0.5211,0.3986,
23.605304,0.2128,1.0418,-0.0163,-1.2400,0.0714,0.5647,
23.705969,0.1572,1.2441,-0.1516,-0.2932,-0.9658,0.0175,
23.806305,-0.0271,1.1920,-0.0244,2.0769,0.0824,-0.8720,
23.906815,0.1873,1.1989,-0.4182,1.6273,-0.7300,-0.8451,
24.007349,0.0749,0.7205,-0.0114,1.3292,1.9480,-1.2165,
24.107864,0.2413,0.6120,-0.2166,-0.2016,1.9455,-0.3662,
24.208193,0.0251,1.1882,-0.6408,-0.5644,0.1886,0.4877,
24.308530,-0.0342,0.6644,-0.6776,0.4436,0.7080,-0.7437,
24.409075,0.3241,0.5236,-0.1441,-0.0586,0.1398,-0.4126,
24.509386,0.0710,1.4053,-0.0165,-1.3365,-0.3134,0.2544,
24.609902,0.0395,1.0296,-0.0869,-1.2290,-0.7484,0.8885,
24.716358,0.0605,0.9448,-0.0178,-1.1214,-0.1632,0.3571,
24.810795,0.0507,1.1314,0.0158,-0.7745,-0.6152,0.5622,
24.910853,-0.0889,1.1359,-0.2352,0.4447,-1.1686,-0.2978,
25.011800,0.2076,1.2602,0.0132,2.2578,-0.5236,0.2104,
25.112242,0.4653,1.2546,-0.1597,0.7893,0.4770,-1.4792,
25.212618,0.0158,0.9672,0.0078,1.3464,1.3090,-0.5397,
25.313092,-0.1414,0.7161,-0.0149,0.2431,3.6107,-0.3014,
25.413452,0.3623,1.2932,-0.2061,1.1826,2.8545,-0.5275,
25.513185,-0.1771,0.6595,-0.2541,0.8662,2.9840,-1.3742,
25.613874,0.2166,0.9338,-0.1670,-0.3432,2.9278,-1.9080,
25.713956,-0.3464,1.0748,-0.2513,-0.1441,3.0719,-0.9941,
25.815057,-0.1922,0.8556,-0.0701,-1.2265,1.5912,-0.8000,
25.915340,-0.1554,0.3792,0.1863,1.2951,0.4550,0.5794,
26.014935,0.4231,1.0423,-0.5150,-0.7782,2.8788,-0.8781,
26.116242,0.1345,0.9409,-0.0363,-0.9114,2.3706,0.0908,
26.216435,0.2371,0.9961,0.0347,-0.2834,1.5143,0.2361,
26.317003,0.1758,0.9485,0.0786,-0.1441,0.6896,0.3851,
26.417502,0.0502,1.1266,0.1556,0.0403,0.6016,0.4499,
26.518090,0.0097,1.0927,-0.0444,0.0525,-0.0349,0.5342,
26.618517,0.1008,1.1435,0.1879,0.9542,0.7531,-0.2013,
26.718841,0.2489,0.9407,0.0735,2.0732,-0.3806,-0.9600,
26.819736,0.1492,1.0366,-0.2189,1.1241,1.0439,-1.5488,
26.920116,0.2103,0.9143,-0.1290,1.0190,1.9199,-0.9819,
27.020475,0.1003,0.7415,-0.1832,0.2163,1.4055,-0.3541,
27.121174,-0.0073,1.0331,-0.5873,0.1381,1.5936,-0.3759,
27.221310,-0.1468,0.7320,-0.7341,0.5314,1.2589,-0.6777,
27.321738,1.2808,2.7603,-0.2899,0.7477,0.5772,0.3937,
27.422355,0.0454,1.8869,-0.2567,-1.2265,-0.6201,0.7590,
27.522820,0.0952,0.8794,0.0021,-1.2205,-0.6066,0.8848,
27.623454,0.0136,0.9527,-0.0738,-1.1557,-0.4784,0.1946,
27.724039,0.1725,1.0271,-0.0652,-0.9736,-0.3611,0.5317,
27.824470,0.1634,1.1268,-0.1087,-0.3127,-0.3378,0.1151,
27.924986,-0.0100,1.1779,0.0270,0.8625,-1.0306,-0.0668,
28.025247,0.8650,1.1342,-0.1690,2.2737,-0.8485,-1.6136,
28.126057,-0.0437,0.9856,-0.0720,1.6115,0.7140,-1.1934,
28.226123,0.0938,0.6924,-0.2448,1.0238,1.8942,-0.5800,
28.326652,0.0192,0.5803,-0.3831,-1.2327,0.6566,0.1921,
28.427269,0.1793,1.4980,-1.0136,1.5895,0.9523,-0.5349,
28.527754,0.4182,2.0506,0.6955,-1.9962,-0.8559,0.1506,
28.628294,-0.2482,1.0320,0.6117,-1.5308,-1.3934,1.1499,
28.728535,0.2785,0.5810,0.0400,-1.7286,-1.2932,0.2654,
28.829353,-0.1586,0.9174,-0.0383,-1.3865,-0.9133,0.3179,
28.930032,0.2699,1.1058,-0.1737,-1.1399,-0.1485,0.4291,
29.030278,0.1922,1.3396,-0.1932,-0.4104,-0.6262,-0.0803,
29.130899,-0.0642,1.1484,0.0230,2.2309,-0.4173,-0.9025,
29.231101,0.0635,1.1454,-0.4392,1.6848,-0.8998,-0.8598,
29.331909,0.1390,0.7137,0.0330,1.4880,2.0237,-0.9698,
29.432313,0.2005,0.5239,-0.2455,-0.4972,1.8257,-0.4994,
29.532878,0.0535,1.3374,-0.7889,-0.0561,0.6871,0.2666,
29.633330,-0.3892,0.4247,-0.6017,0.0733,1.3248,-0.5457,
29.733417,0.1585,-0.1963,0.3980,-1.7727,-2.1264,0.1518,
29.834208,0.3039,0.8612,0.0083,-1.5173,-0.9230,-0.0143,
29.934680,-0.1316,1.0557,-0.0568,-1.5113,-1.3922,0.7615,
30.035104,0.1560,0.9768,-0.0596,-1.1875,0.0483,0.4792,
30.135914,-0.1397,1.0166,0.1905,-0.0195,-0.6225,0.5085,
30.236178,-0.0012,1.1537,-0.0002,1.0385,-1.6500,-0.2476,
30.336623,0.5157,1.3264,0.1439,2.3555,-0.8033,-1.2800,
30.437049,-0.1583,0.8835,0.0146,1.6506,1.4116,-1.2165,
30.537267,0.0559,0.6236,-0.1602,1.1802,2.3609,-0.6790,
30.637964,0.0920,0.7128,-0.4942,-1.1105,1.0049,0.2226,
30.738501,0.1474,1.2947,-0.8377,1.0091,1.0549,-0.2746,
30.839324,0.9428,2.3440,0.4053,0.2333,-0.4784,-0.0755,
30.939180,0.0923,1.6445,-0.2557,-1.2644,-0.6507,1.4015,
31.039497,0.1252,0.7978,-0.0366,-1.3353,-0.8559,0.7430,
31.140106,-0.1295,0.9306,-0.0791,-1.2009,-0.4808,0.3631,
31.240509,0.2119,1.0985,-0.2179,-1.1727,0.2131,0.4939,
31.340770,0.2305,1.2295,-0.1304,-0.3567,-0.4063,-0.0278,
31.441246,-0.0743,1.1831,0.0466,2.0757,-0.2487,-0.8000,
31.541384,0.3078,1.2236,-0.3452,1.4820,-1.2529,-1.1274,
31.642141,-0.0359,0.7415,-0.0664,1.3134,2.1263,-1.0601,
31.742676,0.2081,0.6563,-0.2145,-0.3774,2.3999,-0.7925,
31.842899,0.1040,1.2730,-0.3598,-0.6768,0.3024,0.2764,
31.942563,-0.3450,0.8058,-0.6855,0.8808,1.4838,-0.7035,
32.043844,0.9093,2.5087,-1.1854,1.1118,0.2852,-0.0168,
32.144449,0.2946,1.7081,-0.3633,-1.4440,0.3952,1.2537,
32.244681,0.1369,0.9370,0.0146,-1.1154,-0.7397,0.7505,
32.344770,0.0176,0.9485,-0.1182,-1.0446,-0.4393,0.2311,
32.445327,0.1199,1.0836,-0.0298,-0.9371,-0.5041,0.4927,
32.545988,0.2247,1.1984,-0.1234,-0.2113,-1.0258,-0.2098,
32.646291,-0.0885,1.2050,0.1514,2.8099,0.0165,-1.0541,
32.746885,-0.0371,1.1314,-0.4248,1.5650,-0.2328,-0.8218,
32.847258,0.0971,0.6511,0.0417,1.4490,2.4782,-0.9355,
32.947529,0.1954,0.6096,-0.2122,-0.6902,1.9870,-0.5665,
33.048042,0.1543,1.4386,-0.8536,0.2786,0.5088,0.1946,
33.148484,-0.3533,0.5021,-0.5367,-0.1906,0.8313,-0.2489,
33.249238,-0.0219,-0.0719,0.6124,-1.9352,-2.9535,0.6515,
33.349772,0.3486,0.7369,-0.1346,-1.7714,-1.6243,-0.3503,
33.449116,-0.1935,1.0282,-0.0623,-1.4563,-1.1039,0.6845,
33.550255,0.1152,0.9096,-0.0263,-0.9591,0.0848,0.4511,
33.650245,-0.1334,1.0606,0.1730,-0.1601,-0.8400,0.5745,
33.752111,0.0451,1.2492,0.0481,1.0385,-0.9878,-0.3539,
33.851471,0.6694,1.2283,0.0838,2.3506,-1.1528,-1.3069,
33.952856,-0.2455,0.9255,-0.0212,1.4465,1.2540,-1.3448,
34.054708,0.0957,0.6262,-0.2306,0.8002,2.3682,-0.8610,
34.154797,0.0119,0.6819,-0.2953,-1.3695,1.1209,-0.1096,
34.255342,0.0442,1.3883,-0.8133,1.2254,1.0207,-0.4909,
34.356053,0.9943,2.7014,-0.0766,0.8015,0.1557,0.5427,
34.456066,0.0994,1.6369,-0.2022,-1.2559,-0.2291,1.5103,
34.556566,0.1067,0.8503,0.1353,-1.5821,-1.1979,0.3864,
34.657093,-0.0247,0.9448,-0.1302,-1.1520,-0.9120,0.2861,
34.757379,0.1008,1.0545,-0.0561,-1.1179,-0.5358,0.5367,
34.860485,0.2801,1.1876,-0.1278,-0.3103,-0.8449,-0.1756,
34.958490,-0.1959,1.4325,0.0307,2.7734,0.4062,-1.1737,
35.058276,0.0136,1.2250,-0.3745,1.6823,-0.6127,-1.0125,
35.158770,0.1094,0.6827,0.0484,1.8045,2.5172,-0.8060,
35.259814,0.1905,0.4875,-0.2287,-0.2174,1.9419,-0.0327,
35.358948,0.2413,1.4459,-0.8514,0.3189,0.8778,0.2483,
35.459246,-0.1185,0.6292,-0.2873,-0.2639,0.0886,-0.1341,
35.560867,-0.1129,0.4244,0.7341,-2.0170,-2.8119,1.0351,
35.661569,0.2733,0.6597,-0.1639,-1.8497,-1.2688,-0.1805,
35.760161,-0.1409,0.9534,-0.0044,-1.3560,-1.0135,0.2923,
35.861668,0.1624,0.9536,-0.0095,-1.1166,0.0115,0.6625,
35.960767,-0.1632,1.1468,0.1069,-0.1148,-0.6579,0.6307,
36.061776,-0.0041,1.2380,0.0855,1.1253,-0.9633,-0.3772,
36.162544,0.6815,1.2912,-0.0274,2.1247,-0.9377,-1.3155,
