
time,gFx,gFy,gFz,wx,wy,wz,
36.263201,-0.2881,0.9262,-0.0610,1.4637,1.1795,-1.4365,
36.363835,0.1849,0.6341,-0.1873,0.7452,2.5026,-0.5983,
36.464443,0.0603,0.7924,-0.3368,-1.0567,0.4379,0.3631,
36.565044,-0.1465,0.8896,-1.1387,1.2034,1.4140,-0.8121,
36.665019,1.6417,2.4395,-1.4365,2.1392,1.0464,0.4047,
36.765555,0.0742,1.9264,-0.5753,-1.3645,0.0263,0.5489,
36.876077,-0.0242,1.0562,-0.0955,-1.3133,-0.8473,0.7125,
36.966150,-0.0107,0.9700,-0.0500,-1.3060,-0.3831,0.4022,
37.066896,0.0046,1.1649,0.1067,-0.6425,-0.6934,0.5855,
37.167049,0.0896,1.1347,-0.0977,0.1918,-1.0598,-0.0840,
37.267704,0.5524,1.2492,0.0447,2.7489,-0.1937,-1.6258,
37.368242,-0.0535,0.9802,-0.0984,1.5003,0.5833,-1.0064,
37.468444,0.1099,0.6590,-0.0624,1.5297,2.5674,-0.6069,
37.569229,0.1402,0.5039,-0.3720,-0.9468,1.2112,0.0553,
37.669453,0.1378,1.5407,-0.9878,1.2754,1.3995,-0.1915,
37.770173,0.2027,1.3147,0.2274,-1.8129,-0.8840,0.0052,
37.870639,-0.1453,0.7929,0.4441,-1.5198,-2.5173,1.0509,
37.970848,0.2374,0.6683,-0.0635,-1.8497,-1.5865,-0.0668,
38.071782,-0.1507,0.9795,-0.0137,-1.3365,-0.9512,0.3802,
38.172484,0.2281,1.0247,-0.0728,-1.2070,0.1068,0.6905,
38.272582,-0.0371,1.1925,-0.2445,-0.1270,-0.3476,0.3631,
38.373039,0.0319,1.3345,-0.0635,1.9352,-0.5126,-1.0028,
38.473172,0.3479,1.2267,-0.3669,1.9756,-1.1331,-0.9538,
38.573495,-0.0342,0.7298,-0.0239,1.7080,1.9870,-1.2019,
38.674252,0.1961,0.4667,-0.2443,-0.0403,1.9064,-0.2331,
38.774474,-0.0193,1.3504,-0.5821,-0.9371,0.5039,0.3057,
38.874760,-0.0430,0.2219,-0.4996,-0.4422,-0.3208,-0.4994,
38.975927,0.0258,0.1523,0.4055,-2.2846,-3.2590,0.2141,
39.077587,0.2379,0.7974,-0.0314,-1.7091,-1.4447,0.2116,
39.177503,-0.1260,1.0089,0.0640,-1.4746,-1.5364,0.6698,
39.277752,0.0737,1.0723,-0.1329,-1.2815,-0.1277,0.5477,
39.379933,-0.1563,1.1202,0.0869,-0.1088,-0.5151,0.5940,
39.480757,0.0495,1.2283,0.1250,1.3757,-0.8730,-0.7560,
39.580981,0.5423,1.2681,-0.1248,2.0122,-1.2114,-1.0284,
39.681660,-0.0864,0.8276,-0.0451,1.8045,1.2980,-1.1652,
39.782178,0.1956,0.5358,-0.2420,0.8125,2.3144,-0.4469,
39.882483,-0.0901,0.8571,-0.5210,-1.3317,0.2999,0.2716,
39.983215,-0.0635,0.6988,-0.8374,0.4338,0.7946,-0.8756,
40.083701,0.5438,0.8185,-0.5800,0.5144,0.8411,-0.0828,
40.184373,0.0127,1.5969,-0.0430,-1.3756,0.2412,0.3363,
40.284529,0.1131,0.9937,-0.0379,-1.3328,-0.9793,0.8078,
40.385113,-0.0759,0.9570,-0.0915,-1.2547,-0.4381,0.3631,
40.485505,-0.0801,1.0723,0.0689,-0.6853,-0.4099,0.4034,
40.585997,0.0864,1.0767,-0.0689,0.1345,-1.0953,0.0175,
40.686474,0.3962,1.2236,-0.0085,2.8002,0.0153,-1.3985,
40.787140,0.0043,1.1664,-0.2028,1.6017,0.9779,-0.8488,
40.887488,0.2210,0.6474,0.1463,1.6285,3.2076,-0.6717,
40.988107,0.2853,0.2265,-0.3686,-0.7000,1.5253,-0.1170,
41.088646,0.3212,1.3489,-1.1045,0.8075,1.0304,-0.0852,
41.188825,0.1534,1.1923,-0.0831,-0.8821,-0.4393,-0.2391,
41.289033,-0.1619,0.9504,0.6058,-1.8129,-2.4318,1.0656,
41.389676,0.3652,0.7030,-0.0931,-2.0977,-1.3079,0.1286,
41.490088,0.0197,0.9786,0.0493,-1.5711,-1.2541,0.3912,
41.590274,0.1529,1.0673,-0.0312,-1.2693,-0.9488,0.6552,
41.691193,0.1101,1.1652,0.3654,-0.2174,-0.5101,0.2826,
41.791205,0.1714,1.2817,0.0999,1.2634,-1.7501,-0.5385,
41.898157,0.5189,1.0266,-0.0083,1.8656,-1.3995,-1.5598,
41.991460,-0.2101,0.9578,0.0332,1.6310,1.7402,-1.7394,
42.092358,0.0906,0.6565,-0.2145,0.5901,2.3939,-0.8818,
42.192726,-0.0696,0.8241,-0.3134,-0.9431,0.9461,0.4194,
42.293734,0.0383,1.3673,-0.8660,1.0178,0.9938,-0.3943,
42.394342,0.5557,1.7442,0.2880,0.9933,-0.5492,-0.4872,
42.494615,0.4790,1.4083,0.0070,-0.9016,-1.4607,1.1817,
42.595205,0.2313,0.7878,0.0568,-1.7164,-0.1204,0.7638,
42.695941,0.0055,1.0191,0.0124,-1.3635,-0.6604,0.3827,
42.796042,0.2115,1.0883,-0.0403,-1.1960,-0.3220,0.5329,
42.896557,0.2513,1.2113,-0.1004,-0.2529,-1.0158,-0.1891,
42.996585,0.1309,1.2910,0.2641,2.7281,0.2168,-1.5843,
43.097335,0.1299,1.1065,-0.4202,1.7105,0.4770,-1.2324,
43.197828,0.0502,0.6031,0.0254,1.3281,2.4219,-1.5745,
43.298573,0.1169,0.5966,-0.2687,-0.5668,1.5936,0.2166,
43.398864,-0.0317,1.0718,-0.8667,-0.0098,0.7666,0.2288,
43.499402,0.0432,0.7003,-0.6936,-0.4410,0.7238,-0.7180,
43.599975,-0.0740,0.2915,0.2721,-1.7604,-1.5155,0.8493,
43.700358,0.2164,0.8491,0.0197,-1.7568,-0.9243,0.0272,
43.800887,0.0926,0.9248,-0.0090,-1.4648,-1.1271,0.3559,
43.901363,0.0722,0.9942,0.0589,-1.1105,-0.6372,0.3546,
44.001943,0.0424,1.0978,0.1986,-0.3189,-0.3671,0.4559,
44.102285,0.1511,1.2321,-0.0276,0.8480,-1.2126,-0.1426,
44.210619,0.6415,1.1654,0.1966,2.7086,-1.3544,-1.1627,
44.310873,-0.0911,0.9954,-0.1411,1.5663,0.6273,-1.5183,
44.411679,0.0950,0.6262,-0.2115,0.9285,1.9235,-0.4419,
44.512432,0.0326,0.7435,-0.3964,-0.7978,0.6090,0.1591,
44.613079,0.1248,1.3115,-1.0190,1.2657,1.0769,-0.1940,
44.713167,0.4905,1.9734,0.6232,-1.1092,0.0153,0.3119,
44.813778,-0.0368,1.5099,0.2271,-1.3060,-1.4899,1.0241,
44.914481,0.2767,0.8088,-0.0463,-1.9607,-0.9230,0.6710,
45.014732,-0.0496,1.0115,-0.0251,-1.4611,-1.0135,0.2581,
45.115326,0.1776,0.9663,-0.0056,-1.4538,-0.5101,0.5147,
45.215904,0.0121,1.1777,0.0552,-0.0660,-0.9316,0.1506,
45.316467,-0.0601,1.2287,0.0375,1.7324,-0.9683,-0.6423,
45.417107,0.5117,1.0133,-0.3820,2.3568,-0.3868,-0.8903,
45.517339,0.0624,0.7792,-0.0564,1.4625,1.0134,-1.3167,
45.617782,0.1805,0.5910,-0.2098,0.2395,1.8992,-0.2489,
45.718368,0.0493,1.0643,-0.5138,-0.8234,0.5197,0.3106,
45.818668,-0.0728,0.7296,-0.8213,0.5437,1.1209,-0.5079,
45.919437,0.7397,0.7974,-0.6598,0.7172,1.3261,0.5977,
46.019428,0.0979,0.9585,-0.0512,-1.5771,0.0164,-0.6497,
46.120463,0.2499,0.9157,-0.0009,-1.5038,-0.8339,0.6295,
46.220639,0.0619,0.9272,-0.0256,-1.1472,-0.9683,0.3497,
46.320839,0.2305,1.0471,-0.0535,-1.1081,-0.7300,0.3411,
46.421522,0.3051,1.1060,-0.2012,-0.4044,-0.4636,-0.1206,
46.521956,0.1280,1.2607,0.1211,2.0745,-0.2133,-1.2361,
46.622380,0.2208,1.0765,-0.2983,1.9964,-0.6139,-0.9368,
46.722912,0.1013,0.7890,-0.0230,1.4563,1.3102,-1.1322,
46.823384,0.1164,0.5957,-0.1153,0.0098,1.9125,-0.2343,
46.924499,0.1341,1.1374,-0.7006,-0.2504,0.7849,0.2201,
47.024643,0.1423,0.8410,-0.8587,-0.0573,0.8106,-0.5360,
47.124950,0.6048,0.3721,-0.3613,-0.9163,0.2509,0.1323,
47.225569,0.0671,0.9185,0.0584,-1.6701,-0.6689,-0.0230,
47.325974,0.1756,0.9040,-0.0669,-1.5161,-0.6262,0.3119,
47.426582,0.0386,0.9616,0.1150,-1.2669,-0.5737,0.2496,
47.527714,0.0593,1.0924,0.1490,-0.5962,-0.4051,0.3791,
47.628560,0.1365,1.1442,0.0268,0.4423,-1.1588,-0.0681,
47.728837,0.4204,1.2204,0.0593,3.2571,-0.8742,-1.1419,
47.829229,0.0192,1.2355,-0.1062,1.6798,0.5112,-1.1494,
47.929780,0.0278,0.7264,-0.0908,1.1216,1.5949,-0.4627,
48.029921,0.2010,0.6201,-0.2746,-1.1875,1.1502,0.0602,
48.130908,0.0129,1.1847,-0.7935,0.8821,1.1367,0.0528,
48.231520,0.0258,1.4813,0.2328,-0.6805,0.3134,-0.7157,
48.332005,-0.0368,1.0189,0.7869,-1.4563,-1.2016,0.1885,
48.432435,0.1930,1.0032,-0.1111,-1.6529,-1.1649,0.1885,
48.531440,0.0421,0.9581,-0.0134,-1.5454,-1.0880,0.1738,
48.633249,-0.0203,0.9646,0.0903,-1.3316,-1.4202,0.2116,
48.733667,-0.0317,1.0946,0.2885,-0.1490,-0.2915,0.2520,
48.834055,0.0525,1.2067,0.1705,0.9591,-0.8363,-0.9038,
48.934965,0.1861,1.0604,-0.0681,2.2505,-0.7056,-1.4413,
49.042070,-0.1893,0.9150,0.0109,1.1131,1.2625,-1.3167,
49.136085,-0.1432,0.7577,-0.1903,0.1405,1.6401,-0.5714,
49.235398,-0.2282,0.9798,-0.2179,-1.3390,-0.0337,0.3399,
49.336452,-0.2604,1.0089,-0.2611,-0.2236,0.9413,-0.3674,
49.437196,-0.0675,1.2060,-0.1714,-0.1979,1.4593,-1.4487,
49.537048,0.1015,0.9116,0.1419,0.4801,-1.2469,-0.4029,
49.637257,-0.1414,0.9568,-0.2186,-1.1862,-1.5620,0.9886,
49.737550,-0.2394,1.0284,-0.2599,-1.3635,-0.6432,-0.0901,
49.837615,0.0092,0.3953,-0.0124,-1.5638,-0.2707,0.0150,
49.938371,-0.1001,0.4191,0.4024,-2.0097,-1.0013,0.3009,
50.038507,-0.2876,0.5265,0.0363,-1.0336,0.6493,-1.2702,
50.138816,-0.2709,0.7059,0.7260,-0.7048,-2.7801,-0.2221,
50.240029,-0.2389,0.6043,1.3642,-1.4685,-0.3550,0.7541,
50.340123,-0.3222,0.3494,0.8886,-1.8752,-0.6872,0.2666,
50.440211,-0.5781,0.3834,0.8338,-0.4385,1.7414,1.9649,
50.540366,-0.1404,0.1780,1.0324,-0.8075,-0.7557,1.9221,
50.640450,0.4226,0.1098,0.9577,-0.6743,-0.1790,0.9361,
50.740840,-0.0823,0.3572,0.8304,-0.5387,-0.2988,1.0119,
50.840974,0.1022,0.2771,0.9039,-0.0610,-0.0825,0.6992,
50.942073,0.0740,0.2607,0.8876,0.1075,0.0518,0.1018,
